scout,match,robot,team,start_pos,no_show,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,died,solo_shooting,card,comments,,,,,,
NS,29,B3,526,C,FALSE,3,FALSE,FALSE,0,3,1,0,1,No,FALSE,2,3,FALSE,FALSE,No Card,"Intake broke off during auto, didn41391t shoot/intake further",,,,,,
CR,29,R1,4472,M,FALSE,,FALSE,FALSE,4,6,0,3,3,No,FALSE,"1,6",4,FALSE,FALSE,No Card,BP,29,B1,5338,Shot well but couldn41391t pull off multiple cycles per shift,,
CC,29,B2,2988,M,FALSE,,FALSE,FALSE,6,5,1,2,1,No,FALSE,2,3,FALSE,FALSE,No Card,,,,,,,
BP,29,B1,5338,F,FALSE,,FALSE,FALSE,0,4,2,3,2,No,FALSE,"2,6",3,FALSE,TRUE,No Card,Shot well but couldn41391t pull off multiple cycles per shift,,,,,,
AM,30,R3,8230,C,FALSE,,FALSE,FALSE,0,17,4,0,0,No,FALSE,"4,2",4,FALSE,FALSE,No Card,Didn41391t shoot or intake,,,,,,
NS,30,B3,1731,F,FALSE,,FALSE,FALSE,0,6,0,1,7,No,FALSE,"2,1,6",3,FALSE,FALSE,No Card,Heavy defense damaged the robot during the math.,,,,,,
KO,30,B1,2363,C,FALSE,3,FALSE,FALSE,3,5,0,1,3,No,FALSE,6,2,FALSE,FALSE,No Card,,,,,,,
CR,30,R1,122,M,FALSE,,FALSE,FALSE,4,4,12,1,7,No,FALSE,"4,6",1,FALSE,FALSE,No Card,,,,,,,
CC,30,B2,4638,M,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,TRUE,FALSE,No Card,No moving,,,,,,
SBS,30,R2,611,F,FALSE,,FALSE,FALSE,0,4,3,0,0,No,FALSE,"4,5",4,FALSE,FALSE,No Card,Intake not working again learned to do defense tho,,,,,,
KO,31,B1,620,C,FALSE,2,FALSE,FALSE,3,6,6,0,3,No,FALSE,"2,5",2,FALSE,FALSE,No Card,Didn't really shoot much idk,,,,,,
NS,31,B3,5353,M,FALSE,,FALSE,FALSE,5,6,2,3,0,No,FALSE,"6,2",5,FALSE,TRUE,No Card,,,,,,,
CR,31,R1,2890,C,FALSE,2,FALSE,FALSE,10,0,5,2,0,L1,FALSE,6,1,FALSE,FALSE,No Card,,,,,,,
AM,31,R3,539,F,FALSE,,FALSE,FALSE,0,0,2,3,8,L1,TRUE,"2,6",3,FALSE,FALSE,No Card,"Barely made it over bump, climbed too early",,,,,,
SBS,31,R2,449,M,FALSE,,FALSE,FALSE,0,3,2,0,0,No,FALSE,"4,2",4,FALSE,FALSE,No Card,"swerve was all messed up, super jittery",,,,,,
CC,31,B2,1895,F,FALSE,,FALSE,FALSE,0,6,0,3,0,No,FALSE,,4,FALSE,TRUE,No Card,,,,,,,
AM,32,R3,3373,M,FALSE,,FALSE,FALSE,0,0,4,1,7,No,FALSE,"2,6",3,FALSE,FALSE,No Card,,,,,,,
SBS,32,R2,3258,M,FALSE,,FALSE,FALSE,2,0,7,2,1,No,FALSE,,3,FALSE,FALSE,No Card,Tank drive,,,,,,
MC,32,B3,2377,F,FALSE,2,FALSE,FALSE,8,3,1,3,7,No,FALSE,6,1,FALSE,FALSE,No Card,,,,,,,
CR,32,R1,2068,F,FALSE,,FALSE,FALSE,2,6,0,2,9,No,FALSE,"2,6",1,FALSE,FALSE,No Card,,,,,,,
CC,32,B2,5549,M,FALSE,,FALSE,FALSE,5,2,0,4,7,No,FALSE,,4,FALSE,TRUE,No Card,,,,,,,
KO,32,B1,5243,F,FALSE,2,FALSE,FALSE,0,1,3,1,3,No,FALSE,2,3,FALSE,TRUE,No Card,Did nothing during auto; relatively slow shooter; attempted climb,,,,,,
SBS,33,R2,3359,M,FALSE,,FALSE,FALSE,0,4,0,0,2,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
AM,33,R3,9403,C,FALSE,,FALSE,FALSE,0,4,0,0,6,No,FALSE,,2,FALSE,FALSE,No Card,,,,,,,
MC,33,B3,6882,F,FALSE,,FALSE,FALSE,0,6,0,2,8,No,FALSE,"2,6",3,FALSE,FALSE,No Card,I think maybe Kitbot?,,,,,,
CR,33,R1,612,F,FALSE,,FALSE,FALSE,4,0,0,0,7,No,FALSE,,2,FALSE,FALSE,No Card,,,,,,,
AM,34,R3,526,C,FALSE,3,FALSE,FALSE,7,3,1,1,4,No,FALSE,"2,6",4,FALSE,FALSE,No Card,Intake completely broken.?,,,,,,
CC,34,B2,4638,M,FALSE,,FALSE,FALSE,0,4,0,0,2,No,FALSE,2,2,FALSE,TRUE,No Card,,,,,,,
CR,34,R1,2534,F,FALSE,,FALSE,FALSE,0,16,0,0,0,No,FALSE,2,5,FALSE,FALSE,No Card,"Can41391t shoot, great at balldozing",,,,,,
KO,34,B1,1885,F,FALSE,,FALSE,FALSE,0,6,0,5,0,No,FALSE,,2,FALSE,FALSE,No Card,Turret; no hopper; slow shooter - scored 5 balls total,,,,,,
NS,34,R2,2028,M,FALSE,,FALSE,FALSE,4,0,2,2,0,L1,TRUE,6,3,FALSE,TRUE,No Card,"Heavily relied on balls within their alliance zone. Hopper front fell off. Got knocked off the tower during endgame, foul.",,,,,,
RY,34,B3,611,C,FALSE,3,TRUE,FALSE,0,0,5,0,0,No,FALSE,4,3,FALSE,FALSE,No Card,Very heavy defense,,,,,,
MY,35,B1,3136,F,FALSE,3,FALSE,FALSE,8,8,0,2,0,No,FALSE,"2,6",3,FALSE,FALSE,No Card,,,,,,,
NS,35,R2,5353,M,FALSE,,FALSE,FALSE,5,4,0,4,0,No,FALSE,6,3,FALSE,FALSE,No Card,,,,,,,
JD,35,B3,2988,M,FALSE,,FALSE,FALSE,6,3,3,3,0,No,FALSE,6,3,FALSE,FALSE,No Card,Freed their teammate?,,,,,,
CC,35,B2,122,C,FALSE,,FALSE,FALSE,1,0,4,0,2,No,FALSE,"3,1",3,FALSE,FALSE,No Card,,,,,,,
AM,35,R3,4099,F,FALSE,3,FALSE,FALSE,10,5,1,2,5,No,FALSE,6,4,FALSE,FALSE,No Card,,,,,,,
CR,35,R1,5338,C,FALSE,3,FALSE,FALSE,0,3,0,4,5,No,FALSE,"2,6",4,FALSE,FALSE,No Card,"Flexy hopper, intake blocked by hopper",,,,,,
CR,36,R1,1908,F,FALSE,3,FALSE,FALSE,8,3,2,4,0,No,FALSE,"2,6",5,FALSE,FALSE,No Card,Fast shooter,,,,,,
CC,36,B2,2890,M,FALSE,,FALSE,TRUE,0,4,0,2,7,No,FALSE,,3,FALSE,TRUE,No Card,,,,,,,
JD,36,B3,5243,M,FALSE,,FALSE,FALSE,0,3,1,0,5,No,FALSE,,1,FALSE,FALSE,No Card,Attempted to climb and got stuck for most of. match but got freed,,,,,,
NS,36,R2,449,C,FALSE,3,FALSE,FALSE,3,2,0,4,3,No,FALSE,6,5,FALSE,FALSE,No Card,449 GOAT High Score,,,,,,
AM,36,R3,2963,M,FALSE,,FALSE,FALSE,0,0,2,0,0,F,FALSE,,3,FALSE,FALSE,No Card,Didn41391t do anything,,,,,,
RY,36,B1,8230,F,FALSE,,FALSE,FALSE,0,2,4,0,0,No,FALSE,"4,5",1,FALSE,FALSE,No Card,"only played defense, ineffective though",,,,,,
JD,37,B3,116,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
CC,37,B2,1793,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
AM,37,R3,612,M,FALSE,,FALSE,FALSE,10,0,4,1,0,No,FALSE,,3,FALSE,FALSE,No Card,"Tank drive, turret.?",,,,,,
BP,37,B1,3359,C,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,Trying to go under trench with a robot that is way too tall. Stayed in alliance zone and didn41391t shoot,,,,,,
CR,37,R1,2377,F,FALSE,1,FALSE,FALSE,0,6,0,3,3,No,FALSE,"2,6",4,FALSE,FALSE,No Card,,,,,,,
NS,37,R2,8326,C,FALSE,,FALSE,FALSE,0,0,4,0,6,No,FALSE,"1,6",1,FALSE,TRUE,No Card,Intake jammed/broke and was largely innefective,,,,,,
AM,38,R3,620,M,FALSE,,FALSE,FALSE,5,2,1,2,0,No,FALSE,,5,TRUE,FALSE,No Card,,,,,,,
JD,38,B3,2363,F,FALSE,3,FALSE,FALSE,9,4,0,1,7,No,FALSE,2,3,FALSE,FALSE,No Card,,,,,,,
CR,38,R1,2186,,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,2,TRUE,FALSE,No Card,,,,,,,
CC,38,B2,4472,M,FALSE,,FALSE,FALSE,2,4,0,2,8,No,FALSE,"1,2",3,FALSE,TRUE,No Card,,,,,,,
BP,38,B1,3258,C,FALSE,,FALSE,FALSE,3,0,2,1,0,No,FALSE,,2,FALSE,FALSE,No Card,"Indexing issues, low-ish accuracy",,,,,,
NS,38,R2,5587,F,FALSE,,FALSE,FALSE,7,0,0,0,0,No,FALSE,,3,TRUE,FALSE,No Card,Stopped fully during the match,,,,,,
AM,39,R3,10449,M,FALSE,,FALSE,FALSE,2,0,0,0,3,No,FALSE,2,2,FALSE,FALSE,No Card,,,,,,,
MC,39,B3,2534,F,FALSE,,FALSE,FALSE,0,10,0,0,2,No,FALSE,,4,FALSE,FALSE,No Card,Literally just bulldozer under the trench and pushed some over the bump the entire time. Did it pretty well though.,,,,,,
NS,39,R2,5549,F,FALSE,3,FALSE,FALSE,10,8,0,0,0,No,FALSE,2,3,FALSE,FALSE,No Card,,,,,,,
CR,39,R1,9403,C,FALSE,,FALSE,FALSE,0,4,0,0,3,No,FALSE,,2,FALSE,FALSE,No Card,,,,,,,
BP,39,B1,539,C,FALSE,,FALSE,FALSE,2,0,2,2,7,L1,FALSE,6,2,FALSE,TRUE,No Card,Fast intake but only the first balls in each volley got close,,,,,,
CC,39,B2,3373,M,FALSE,,FALSE,FALSE,4,4,0,3,7,No,FALSE,,4,FALSE,TRUE,No Card,,,,,,,
JD,40,B3,1885,F,FALSE,3,FALSE,FALSE,0,6,0,2,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
AM,40,R3,1731,C,FALSE,,FALSE,FALSE,10,10,0,4,0,No,FALSE,"1,2,6",5,FALSE,FALSE,No Card,Intake stopped working about halfway through. Double turret worked well,,,,,,
CR,40,R1,2068,M,FALSE,,FALSE,FALSE,1,5,0,0,0,No,FALSE,2,5,FALSE,FALSE,No Card,"Didn41391t shoot, bulldozed over trench",,,,,,
BP,40,B1,6882,M,FALSE,,FALSE,FALSE,2,2,0,1,4,No,FALSE,6,1,FALSE,FALSE,No Card,Didn41391t leave AZ,,,,,,
NS,40,R2,9072,F,FALSE,1,FALSE,FALSE,19,4,0,5,5,No,FALSE,"2,6",4,FALSE,TRUE,No Card,,,,,,,
CC,40,B2,1895,C,FALSE,3,FALSE,FALSE,2,5,2,1,4,No,FALSE,"3,1",4,FALSE,TRUE,No Card,"Very good went to other side and blocked a few shots, didn41391t shoot much.",,,,,,
BP,41,B1,116,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
CR,41,R1,2890,C,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,TRUE,FALSE,No Card,,,,,,,
JD,41,B3,449,F,FALSE,3,FALSE,FALSE,0,5,1,2,6,No,FALSE,2,5,FALSE,FALSE,No Card,Helped teammate off bump,,,,,,
NS,41,R2,612,M,FALSE,,FALSE,FALSE,5,0,0,0,3,No,FALSE,,1,FALSE,FALSE,No Card,Drive train is dis functional - wheels are in the middle,,,,,,
CC,41,B2,2028,M,FALSE,2,FALSE,FALSE,10,0,5,3,2,No,FALSE,"1,2",5,FALSE,FALSE,No Card,Very good teamwork,,,,,,
AM,41,R3,1793,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
KO,42,B3,2377,M,FALSE,,FALSE,FALSE,6,1,3,1,0,No,FALSE,,3,FALSE,FALSE,No Card,Shooter kinda slow,,,,,,
CR,42,R1,4638,C,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,TRUE,FALSE,No Card,,,,,,,
BP,42,B1,122,M,FALSE,,FALSE,FALSE,3,2,5,1,5,No,FALSE,"2,6",2,FALSE,FALSE,No Card,,,,,,,
AM,42,R3,3359,F,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,2,FALSE,FALSE,No Card,"Got stuck on bump, too tall for trench. Not much hopper space",,,,,,
NS,42,R2,620,M,FALSE,,FALSE,FALSE,10,8,0,2,0,No,FALSE,"1,6,2",2,FALSE,FALSE,No Card,Inconsistent shooter,,,,,,
CC,42,B2,2363,C,FALSE,3,FALSE,FALSE,3,7,0,2,9,No,FALSE,,1,FALSE,TRUE,No Card,Crash alot,,,,,,
AM,43,R3,3373,C,FALSE,,FALSE,FALSE,0,0,4,1,3,No,FALSE,"2,6",4,FALSE,FALSE,No Card,,,,,,,
CC,43,B2,5353,M,FALSE,,FALSE,FALSE,10,6,2,4,2,No,FALSE,"2,1",4,FALSE,TRUE,No Card,Help teammate off bump,,,,,,
KO,43,B3,2186,C,FALSE,,FALSE,FALSE,4,4,0,0,6,No,FALSE,2,3,FALSE,FALSE,No Card,Didn41391t fill hopper fully,,,,,,
BP,43,B1,8230,F,FALSE,,FALSE,FALSE,3,7,7,1,3,No,FALSE,"4,5",2,FALSE,FALSE,No Card,"Got stuck on bump, but got pushed off",,,,,,
NS,43,R2,1908,F,FALSE,1,FALSE,FALSE,10,4,2,5,0,No,FALSE,"2,5,6",1,FALSE,FALSE,No Card,,,,,,,
CR,43,R1,5243,M,FALSE,,FALSE,FALSE,2,1,3,2,5,No,FALSE,"2,6",5,FALSE,FALSE,No Card,"Slow shooter, good aim",,,,,,
CC,44,B2,2963,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
MY,44,R2,5587,F,FALSE,,FALSE,FALSE,3,2,0,0,0,No,FALSE,2,2,FALSE,FALSE,No Card,Had swerve issues,,,,,,
BP,44,B1,2068,M,FALSE,,FALSE,FALSE,2,6,4,1,5,No,FALSE,,2,FALSE,FALSE,No Card,,,,,,,
AM,44,R3,6882,M,FALSE,,FALSE,FALSE,0,3,3,2,3,No,FALSE,6,3,FALSE,FALSE,No Card,Kind of slow driving tank drive,,,,,,
CR,44,R1,2534,C,FALSE,,FALSE,FALSE,0,6,0,0,7,No,FALSE,2,4,FALSE,FALSE,No Card,"Didn41391t shoot, bulldozed effectively?",,,,,,
KO,44,B3,5549,C,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,"Sat in close trench basically all game, shot 1 ball but missed?",,,,,,
CC,45,B2,9072,C,FALSE,3,FALSE,FALSE,13,6,0,2,8,No,FALSE,"1,2",4,FALSE,TRUE,No Card,,,,,,,
MY,45,R2,4472,M,FALSE,,FALSE,FALSE,3,4,0,3,3,No,FALSE,1,4,FALSE,FALSE,No Card,,,,,,,
MC,45,R3,611,C,FALSE,,FALSE,FALSE,3,0,9,2,1,No,FALSE,"6,4",4,FALSE,FALSE,No Card,Good defense especially in the oz,,,,,,
RY,45,B3,539,M,FALSE,2,FALSE,TRUE,0,0,7,0,7,L1,TRUE,6,2,FALSE,FALSE,No Card,Bad Accuracy,,,,,,
BP,45,B1,1885,F,FALSE,3,FALSE,FALSE,0,5,0,2,0,No,FALSE,"5,2",3,FALSE,TRUE,No Card,,,,,,,
CR,45,R1,8326,F,FALSE,,FALSE,FALSE,0,0,3,1,5,No,FALSE,6,1,FALSE,FALSE,No Card,"Struggles over bump, can41391t trench",,,,,,
RY,46,B3,1895,C,FALSE,1,FALSE,FALSE,0,4,2,1,8,No,FALSE,"2,6",3,FALSE,FALSE,No Card,,,,,,,
CC,46,B2,3258,M,FALSE,,FALSE,FALSE,0,2,4,3,2,No,FALSE,2,4,FALSE,TRUE,No Card,,,,,,,
MY,46,R2,526,F,FALSE,3,FALSE,FALSE,0,15,2,0,0,No,FALSE,2,4,FALSE,FALSE,No Card,So much bulldowzing,,,,,,
BP,46,B1,1731,F,FALSE,3,FALSE,FALSE,8,8,0,2,6,No,FALSE,"2,5,6",3,FALSE,FALSE,No Card,,,,,,,
CR,46,R1,10449,M,FALSE,,FALSE,FALSE,0,1,0,0,3,No,FALSE,,2,FALSE,FALSE,No Card,Had trouble intaking,,,,,,
KO,46,R3,4099,F,FALSE,3,FALSE,FALSE,1,4,0,0,0,L1,TRUE,"1,2",4,FALSE,FALSE,No Card,"Great shooting accuracy at start of teleop, played defense later on",,,,,,
CC,47,B2,9403,C,FALSE,,FALSE,FALSE,3,1,0,0,0,No,FALSE,,1,TRUE,FALSE,No Card,,,,,,,
KO,47,R3,620,M,FALSE,,FALSE,FALSE,5,9,0,1,3,No,FALSE,2,4,FALSE,FALSE,No Card,Faulty intake?,,,,,,
RY,47,B3,8230,F,FALSE,2,FALSE,FALSE,0,11,0,0,0,No,FALSE,"2,6",3,FALSE,FALSE,No Card,Couldn41391t shoot,,,,,,
MY,47,R2,5338,,FALSE,3,FALSE,FALSE,10,8,0,4,0,No,FALSE,6,4,FALSE,TRUE,No Card,,,,,,,
BP,47,B1,2988,M,FALSE,,FALSE,FALSE,2,5,1,2,3,No,FALSE,"6,5",2,FALSE,TRUE,No Card,,,,,,,
CR,47,R1,5338,C,FALSE,3,FALSE,FALSE,8,6,0,3,0,No,FALSE,"2,6",3,FALSE,FALSE,No Card,"Slow, wobbly hopper",,,,,,
KO,48,R3,1793,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
Ashwin,48,B3,3359,M,FALSE,1,FALSE,FALSE,2,0,0,0,2,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
CR,48,R1,3373,,FALSE,,FALSE,FALSE,0,0,4,1,2,No,FALSE,6,2,FALSE,FALSE,No Card,Ineffective intake,,,,,,
BP,48,B1,1908,C,FALSE,3,FALSE,FALSE,5,4,1,4,5,No,FALSE,"2,6",4,FALSE,FALSE,No Card,,,,,,,
MY,48,R2,2028,,FALSE,1,FALSE,FALSE,8,0,7,3,0,No,FALSE,"1,6",4,FALSE,FALSE,No Card,"Got stuck, unstuck friend",,,,,,
CC,48,B2,2068,F,FALSE,,FALSE,FALSE,2,6,0,1,7,No,FALSE,,3,FALSE,FALSE,No Card,,,,,,,
MY,49,R2,1885,C,FALSE,3,FALSE,FALSE,0,1,0,0,0,No,FALSE,6,2,FALSE,FALSE,No Card,"Stopped in middle of match, never moved after that",,,,,,
CR,49,B3,5243,M,FALSE,,FALSE,FALSE,2,2,0,2,5,No,FALSE,2,2,FALSE,FALSE,No Card,,,,,,,
LJ,49,R1,116,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
KO,49,R3,5549,F,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,Didn't move all game,,,,,,
BP,49,B1,5587,C,FALSE,,FALSE,FALSE,2,6,0,1,5,No,FALSE,6,2,FALSE,TRUE,No Card,Some unnecessary middle trips during active phase,,,,,,
CC,49,B2,4638,F,FALSE,,FALSE,FALSE,2,8,0,2,2,No,FALSE,"2,3,4",4,FALSE,TRUE,No Card,,,,,,,
GK,50,B3,2534,F,FALSE,,FALSE,FALSE,0,7,0,0,0,No,FALSE,"2,3",4,TRUE,FALSE,No Card,Lost bumper; disabled,,,,,,
KO,50,R3,2377,M,FALSE,1,FALSE,FALSE,4,4,0,1,0,No,FALSE,2,3,FALSE,FALSE,No Card,"Turret, decent accuracy ig",,,,,,
BP,50,B1,122,C,FALSE,,FALSE,FALSE,0,2,4,2,6,No,FALSE,,2,FALSE,TRUE,No Card,Inconsistent accuracy?,,,,,,
CC,50,B2,612,M,FALSE,,FALSE,FALSE,0,0,3,1,4,No,FALSE,,2,FALSE,TRUE,No Card,"Shot when not active, gets stuck",,,,,,
LJ,50,R1,611,C,FALSE,3,TRUE,FALSE,0,0,2,0,0,No,FALSE,"6,2",3,FALSE,FALSE,No Card,"Intake until 30% full, shooter didn41391t work, could only herd little clumps",,,,,,
NS,50,R2,4099,F,FALSE,1,FALSE,FALSE,0,4,2,4,0,No,FALSE,6,5,FALSE,TRUE,No Card,,,,,,,
KO,51,R3,2890,C,FALSE,2,FALSE,TRUE,3,0,4,1,7,No,FALSE,6,3,FALSE,FALSE,No Card,Mid accuracy,,,,,,
LJ,51,R1,2363,F,FALSE,3,FALSE,FALSE,3,9,0,0,3,No,FALSE,2,3,FALSE,FALSE,No Card,"Lots of herding, intake and shooting slow. Also herded by driving partially over bumps, not super efficient",,,,,,
NS,51,R2,6882,M,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,"Didn41391t die, but didn41391t move throughout the whole match?",,,,,,
CC,51,B2,539,M,FALSE,,FALSE,FALSE,2,0,4,3,1,No,FALSE,2,3,FALSE,TRUE,No Card,,,,,,,
BP,51,B1,3258,C,FALSE,,FALSE,FALSE,2,0,6,3,2,No,FALSE,6,1,FALSE,FALSE,No Card,"Got stuck on balls for short time, clean bump crossing",,,,,,
MH,51,B3,5338,F,FALSE,3,FALSE,FALSE,7,5,1,2,7,No,FALSE,"2,6",3,FALSE,FALSE,No Card,,,,,,,
MC,52,R3,8326,M,FALSE,,FALSE,FALSE,0,0,6,0,4,No,FALSE,"6,4",3,FALSE,FALSE,No Card,Got stuck but got unstuck,,,,,,
BS,52,B3,5353,M,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,1,1,TRUE,FALSE,No Card,Didn41391t move?,,,,,,
NS,52,R2,449,C,FALSE,1,FALSE,FALSE,0,4,0,0,0,No,FALSE,4,5,FALSE,FALSE,No Card,"Auto didn41391t pick up balls, clipped bump. Defense all match by Oliver, and pushed to outpost",,,,,,
BP,52,B1,3136,C,FALSE,3,FALSE,FALSE,3,6,0,2,5,No,FALSE,"5,6",2,FALSE,TRUE,No Card,,,,,,,
CC,52,B2,10449,F,FALSE,,FALSE,FALSE,0,4,0,1,3,No,FALSE,2,3,FALSE,FALSE,No Card,,,,,,,
MC,52,R3,8326,M,FALSE,,FALSE,FALSE,0,0,6,0,4,No,FALSE,"6,4",3,FALSE,FALSE,No Card,Got stuck but got unstuck,,,,,,
NS,53,R2,4472,F,FALSE,,FALSE,FALSE,0,3,0,2,6,No,FALSE,"1,6,2",4,FALSE,FALSE,No Card,,,,,,,
BP,53,B1,2963,M,FALSE,,FALSE,FALSE,2,0,1,0,0,No,FALSE,5,1,TRUE,FALSE,No Card,"Got stuck on bump, then played defense, then stopped",,,,,,
CC,53,B2,9403,F,FALSE,,FALSE,FALSE,2,0,0,1,0,No,FALSE,,2,FALSE,FALSE,No Card,,,,,,,
AC,53,R3,1731,C,FALSE,3,FALSE,FALSE,1,4,0,6,1,No,FALSE,"1,6,2,3",4,FALSE,TRUE,No Card,,,,,,,
MH,53,R1,2988,M,FALSE,,FALSE,FALSE,7,2,1,0,2,No,FALSE,"2,1",2,FALSE,FALSE,No Card,unsure of where they were going,,,,,,
BS,53,B3,9072,C,FALSE,3,FALSE,FALSE,1,5,2,5,0,No,FALSE,1,1,TRUE,FALSE,No Card,Died in endgame?,,,,,,
CC,54,B2,1908,F,FALSE,3,FALSE,FALSE,6,6,0,4,0,No,FALSE,,4,FALSE,TRUE,No Card,Over-aimed,,,,,,
BP,54,B1,2186,C,FALSE,,FALSE,FALSE,3,6,0,1,4,No,FALSE,"2,6",2,FALSE,FALSE,No Card,,,,,,,
AC,54,R3,5587,F,FALSE,1,FALSE,FALSE,0,1,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,Didn41391t really do anything,,,,,,
LJ,54,R1,1895,C,FALSE,3,FALSE,FALSE,2,5,0,1,5,No,FALSE,"2,6",3,TRUE,FALSE,No Card,"Auto scored preloaded, was briefly disabled for about 30 seconds, got beached on fuel and depot for about 15 seconds. Was very speedy at herding while working",,,,,,
NS,54,R2,3359,F,FALSE,,FALSE,FALSE,0,0,3,0,0,No,FALSE,,2,FALSE,FALSE,No Card,Didn41391t do much. Bumper broke in half,,,,,,
BS,54,B3,2377,M,FALSE,1,FALSE,FALSE,0,1,2,2,0,No,FALSE,2,4,FALSE,FALSE,No Card,I couldn41391t really see what they were doing most the match,,,,,,
LJ,55,R1,5549,F,FALSE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,TRUE,FALSE,No Card,,,,,,,
CC,55,B2,2534,M,FALSE,,FALSE,FALSE,2,3,0,0,7,No,FALSE,,3,TRUE,FALSE,No Card,,,,,,,
AC,55,R3,2890,C,FALSE,2,FALSE,TRUE,10,0,3,3,0,L1,FALSE,"2,6",3,FALSE,TRUE,No Card,,,,,,,
BP,55,B1,4638,F,FALSE,,FALSE,FALSE,0,6,0,0,7,L1,FALSE,6,2,FALSE,FALSE,No Card,,,,,,,
NS,55,R2,620,M,FALSE,,FALSE,FALSE,5,0,8,1,5,No,FALSE,"4,3",3,FALSE,TRUE,No Card,Beached on Ball. A intake has trouble filling hopper,,,,,,
CR,55,B3,4099,C,FALSE,,TRUE,FALSE,4,0,0,1,6,No,FALSE,2,3,FALSE,FALSE,No Card,"Intook once, used outpost",,,,,,
MH,56,R3,5338,C,FALSE,3,FALSE,FALSE,7,3,1,3,1,No,FALSE,"2,6",4,FALSE,FALSE,No Card,Competent,,,,,,
NS,56,R2,449,M,FALSE,,FALSE,FALSE,5,1,4,2,6,No,FALSE,"2,5,6,4",5,FALSE,TRUE,No Card,,,,,,,
CC,56,B2,3373,M,FALSE,,FALSE,FALSE,2,1,5,1,4,No,FALSE,2,4,FALSE,TRUE,No Card,,,,,,,
CR,56,B3,1885,F,FALSE,3,FALSE,FALSE,0,1,0,0,0,No,FALSE,2,3,TRUE,FALSE,No Card,,,,,,,
BP,56,B1,526,C,FALSE,3,FALSE,FALSE,2,14,0,2,0,No,FALSE,"3,2,5",3,FALSE,FALSE,No Card,,,,,,,
LJ,56,R1,2363,F,FALSE,3,FALSE,FALSE,0,0,0,0,8,No,FALSE,"2,6",2,FALSE,FALSE,No Card,"Spent a lot of time meandering in alliance zone, intake slow and struggled with herding",,,,,,
MH,57,R3,3136,F,FALSE,3,FALSE,FALSE,6,6,0,3,7,No,FALSE,"6,2",3,FALSE,FALSE,No Card,,,,,,,
MC,57,B2,1793,M,FALSE,2,FALSE,FALSE,6,0,0,0,0,No,FALSE,,1,TRUE,FALSE,No Card,I think it started browning out then it died,,,,,,
NS,57,R2,1731,C,FALSE,,FALSE,FALSE,0,4,2,3,0,No,FALSE,1,3,TRUE,TRUE,No Card,,,,,,,
AW,57,B3,5353,F,FALSE,3,FALSE,FALSE,5,8,2,6,5,No,FALSE,"2,6",4,FALSE,FALSE,No Card,,,,,,,
BP,57,B1,9072,C,FALSE,3,FALSE,FALSE,6,6,0,6,3,No,FALSE,1,4,FALSE,FALSE,No Card,,,,,,,
LJ,57,R1,2028,M,FALSE,2,FALSE,FALSE,0,1,3,2,9,No,FALSE,"2,6",4,FALSE,FALSE,No Card,"Spent fair amount of time in AZ intaking, got beached on bump briefly",,,,,,
MY,58,R3,116,,TRUE,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,FALSE,FALSE,No Card,,,,,,,
MH,58,B2,2186,C,FALSE,,FALSE,FALSE,2,2,0,1,0,No,FALSE,"2,6",2,FALSE,FALSE,No Card,"Mid intake, unsure movements",,,,,,
